nav-link href,listing-location,price,bed,bath,listing-floorarea,listing-floorarea 2
https://www.rumah.com/listing-properti/dijual-pondok-jagung-oleh-raya-jordi-21629956,"Jalan ahmad fanni, Serpong Utara, Tangerang Selatan, Banten",625 jt,2,1,39 m²,Rp 10.416.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-serpong-heritage-600-juta-2-lantai-3-kamar-oleh-a-luqman-t-21788835,"Jl Babakn Setu, Setu, Tangerang Selatan, Banten",600 jt,3,1,52 m²,Rp 10.000.000 per m²
https://www.rumah.com/listing-properti/dijual-perumahan-baru-pamulang-heritage-2-600-jt-an-2-lt-3-kmr-promo-launching-perdana-oleh-a-luqman-t-21011540,"Jl. Lele I No.40-12, Bambu Apus, Pamulang, Tangerang Selatan, Banten",600 jt,3,1,52 m²,Rp 10.000.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-new-menteng-mewah-termurah-oleh-rendra-20853680,"Gading Serpong, BSD, Alam Sutera, Ciputat, Tangerang Selatan, Banten","4,9988 M",4,4,217 m²,Rp 27.771.111 per m²
https://www.rumah.com/listing-properti/dijual-new-menteng-lebar-12x15-5man-oleh-rendra-20853646,"Gading Serpong, BSD, Alam Sutera, Bintaro, Tangerang Selatan, Banten","4,9988 M",4,4,217 m²,Rp 27.771.111 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-rapi-cluster-area-bintaro-sektor-9-dekat-stasiun-sudimara-jombang-ciputat-tangerang-sel-oleh-qadrina-21788770,"Jombang raya, Ciputat, Tangerang Selatan, Banten","1,3 M",2,1,70 m²,Rp 11.818.182 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-malibu-gading-serpong-oleh-yohanes-santoso-21789226,"Gading Serpong, Tangerang Selatan, Banten","1,795 M",2,2,74 m²,Rp 32.053.571 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-siap-huni-sudah-shm-serpong-green-park-oleh-felicia-caroline-21789229,"Ciputat, Tangerang Selatan, Banten","1,46 M",3,3,120 m²,Rp 20.277.778 per m²
https://www.rumah.com/listing-properti/dijual-bsd-city-serpong-tangerang-oleh-dino-21789219,"Jl Bumi Foresta Raya BSD, Serpong, Tangerang Selatan, Banten",850 jt,3,2,84 m²,Rp 10.625.000 per m²
https://www.rumah.com/listing-properti/dijual-bsd-city-serpong-oleh-dino-21789211,"Jl Bumi Foresta Raya BSD, Ciputat Timur, Tangerang Selatan, Banten",850 jt,3,2,84 m²,Rp 10.625.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-lokasi-strategis-di-villa-gunung-lestari-oleh-felicia-caroline-21789204,"Ciputat, Tangerang Selatan, Banten","3,84 M",4,3,200 m²,Rp 14.490.566 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-fleekhouse-bsd-siap-huni-oleh-yohanes-santoso-21789195,"BSD, Tangerang Selatan, Banten","1,3 M",3,2,88 m²,Rp 23.214.286 per m²
https://www.rumah.com/listing-properti/dijual-bsd-city-serpong-scandinavian-valley-oleh-dino-21789194,"Jl Bumi Foresta Raya BSD, Gading Serpong, Tangerang Selatan, Banten",850 jt,3,2,84 m²,Rp 10.625.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bintaro-jaya-sektor2-oleh-alexa-21789190,"Bintaro Jaya Sektor 2, Bintaro, Tangerang Selatan, Banten","1,75 M",2,2,132 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-dekat-jakarta-selatan-di-graha-hijau-riviera-oleh-felicia-caroline-21789187,"Ciputat, Tangerang Selatan, Banten","3,8 M",4,3,183 m²,Rp 27.941.176 per m²
https://www.rumah.com/listing-properti/dijual-strozzi-symphonia-summarecon-rumah-attic-mewah-gading-serpong-oleh-dita-paramitha-anggraini-21789169,"Jalan Gading Serpong Boulevard, Gading Serpong, Tangerang Selatan, Banten","2,4 M",3,2,92 m²,Rp 28.571.429 per m²
https://www.rumah.com/listing-properti/dijual-the-green-cluster-vineyard-bsd-oleh-mimi-21789147,"The Green Cluster Vineyard, BSD, Tangerang Selatan, Banten","4,85 M",5,4,250 m²,Rp 23.658.537 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-lokasi-strategis-di-komplek-green-bintaro-oleh-felicia-caroline-21789151,"Ciputat, Tangerang Selatan, Banten","1,68 M",2,2,109 m²,Rp 24.000.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-bintaro-sektor-3a-mandar-utama-siap-huni-oleh-yohanes-santoso-21789144,"Bintaro, Tangerang Selatan, Banten","5,7 M",5,2,245 m²,Rp 22.800.000 per m²
https://www.rumah.com/listing-properti/dijual-owner-jual-rumah-minimalis-alam-sutera-premiere-residence-bagus-nyaman-kerenn-oleh-budi-phang-18585342,"Jl Bhayangkara, Alam Sutera, Tangerang Selatan, Banten","1,299 M",4,3,100 m²,Rp 18.041.667 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-alexa-21789125,"Bintaro, Tangerang Selatan, Banten","5,75 M",5,4,249 m²,Rp 28.186.275 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-full-furnish-di-villa-inti-persada-oleh-felicia-caroline-21789126,"Pamulang, Tangerang Selatan, Banten","1,68 M",3,2,88 m²,Rp 11.052.632 per m²
https://www.rumah.com/listing-properti/dijual-sutera-winona-oleh-willy-19778302,"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten","6,676 M",5,4,277 m²,Rp 46.361.111 per m²
https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-sudah-furnish-di-villa-gardenia-serpong-oleh-felicia-caroline-21789107,"Pamulang, Tangerang Selatan, Banten",990 jt,3,2,70 m²,Rp 14.347.826 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-alexa-21789110,"Bintaro, Tangerang Selatan, Banten","3,2 M",4,4,173 m²,Rp 23.529.412 per m²
https://www.rumah.com/listing-properti/dijual-tangerang-selatan-oleh-imam-21789101,"Kunciran Tangerang Selatan Banten, Bintaro, Tangerang Selatan, Banten","1,45 M",3,2,94 m²,Rp 18.831.169 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-alexa-21789096,"Bintaro, Tangerang Selatan, Banten","4,25 M",4,4,250 m²,Rp 27.777.778 per m²
https://www.rumah.com/listing-properti/dijual-discovery-residence-bintaro-oleh-amelia-putri-21789095,"Bintaro, Tangerang Selatan, Banten","2,9 M",,,155 m²,Rp 24.166.667 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-cluster-lancewood-l10x22-full-furnish-navapark-bsd-city-unit-langka-oleh-dadih-yo-21720373,"Cluster Lancewood Navapark BSD City, BSD, Tangerang Selatan, Banten","8,7 M",3,3,285 m²,Rp 39.545.455 per m²
https://www.rumah.com/listing-properti/dijual-discovery-residence-bintaro-oleh-amelia-putri-21789087,"Bintaro, Tangerang Selatan, Banten","4,7 M",5,4,154 m²,Rp 23.979.592 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-unit-langka-cluster-san-lorenzo-l12x20-boulevard-illago-gading-serpong-oleh-dadih-yo-21691870,"Cluster San Lorenzo Illago Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","5,4 M",3,3,270 m²,Rp 22.500.000 per m²
https://www.rumah.com/listing-properti/dijual-turun-harga-dijual-cepat-rumah-hook-full-furnish-cantik-cluster-les-belles-mansion-serpong-oleh-dadih-yo-21720433,"Les Belles Mansion BSD Serpong, Serpong, Tangerang Selatan, Banten","4,3 M",4,4,255 m²,Rp 15.523.466 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21789070,"Bintaro, Tangerang Selatan, Banten","9,9 M",6,4,365 m²,Rp 31.428.571 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21789056,"Bintaro, Tangerang Selatan, Banten",12 M,4,4,400 m²,Rp 39.344.262 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bukit-nusa-indah-oleh-suci-wulandari-21789005,"Jl. Cendana, Serua, Ciputat, Tangerang Selatan, Ciputat, Tangerang Selatan, Banten",835 jt,3,2,85 m²,Rp 6.958.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bsd-2-lantai-dibawah-2-m-dekat-aeon-mall-toll-oleh-gatot-song-21751258,"BSD, Tangerang Selatan, Banten","1,9 M",3,2,60 m²,Rp 16.964.286 per m²
https://www.rumah.com/listing-properti/dijual-rempoa-oleh-faridah-21235930,"Jln Delima Jaya, Ciputat, Tangerang Selatan, Banten",10 M,6,4,600 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21789041,"Bintaro, Tangerang Selatan, Banten",7 M,5,5,300 m²,Rp 27.450.980 per m²
https://www.rumah.com/listing-properti/dijual-rumah-baru-di-freja-bsd-samping-aeon-mall-tangerang-selatan-oleh-gatot-song-21281560,"Freja  BSD, BSD, Tangerang Selatan, Banten","1,35 M",2,2,51 m²,Rp 33.750.000 per m²
https://www.rumah.com/listing-properti/dijual-grand-pakis-residence-oleh-dina-19328470,"Boulevard, Pamulang, Tangerang Selatan, Banten",435 jt,2,1,36 m²,Rp 7.250.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-hommy-bagus-3-kamar-tidur-di-sektor-9-bintaro-5-9-m-8030-dz-oleh-ade-muliana-21789031,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten","5,9 M",3,4,380 m²,Rp 24.686.192 per m²
https://www.rumah.com/listing-properti/dijual-bsd-oleh-priscila-suandrianne-20599570,"Villa Melati Mas, BSD, Tangerang Selatan, Banten",890 jt,2,1,60 m²,Rp 8.811.881 per m²
https://www.rumah.com/listing-properti/dijual-bsd-oleh-priscila-suandrianne-21409248,"Puspita Loka, BSD, Tangerang Selatan, Banten","5,25 M",5,5,400 m²,Rp 14.000.000 per m²
https://www.rumah.com/listing-properti/dijual-bsd-oleh-priscila-suandrianne-20621656,"Anggrek Loka, BSD, Tangerang Selatan, Banten","2,4 M",3,2,120 m²,Rp 13.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bernuansa-kayu-dengan-taman-luas-dalam-komplek-perumahan-bintaro-sektor-9-oleh-irwan-gunawan-21789019,"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",12 M,7,7,55 m²,Rp 18.720.749 per m²
https://www.rumah.com/listing-properti/dijual-bsd-oleh-priscila-suandrianne-21482142,"THE GREEN, BSD, Tangerang Selatan, Banten","6,3 M",4,4,405 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-enchante-oleh-lisa-20707884,"BSD, Tangerang Selatan, Banten","10,94213 M",,,398 m²,Rp 49.736.955 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bintaro-discovery-10429-oleh-teddy-alfiansyah-21658560,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten","3,15 M",4,3,162 m²,Rp 23.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-discovery-lumina-bintaro-jaya-9740-oleh-teddy-alfiansyah-21431714,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten","3,1 M",4,3,150 m²,Rp 25.833.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-puri-bintaro-siap-huni-10181-oleh-teddy-alfiansyah-21721471,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten","2,8 M",5,3,160 m²,Rp 19.310.345 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-bintaro-sektor-9-siap-huni-9749-oleh-teddy-alfiansyah-21678409,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten","2,7 M",4,3,150 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-bintaro-jaya-10527-oleh-teddy-alfiansyah-21580215,"Bintaro, Tangerang Selatan, Banten","2,5 M",3,3,93 m²,Rp 23.148.148 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-ciputat-timur-10637-oleh-teddy-alfiansyah-21675303,"Ciputat Timur, Tangerang Selatan, Banten","2,5 M",4,3,260 m²,Rp 17.985.612 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-murah-graha-raya-9802-oleh-teddy-alfiansyah-21691003,"Graha Raya, Bintaro, Tangerang Selatan, Banten","1,35 M",3,2,108 m²,Rp 18.750.000 per m²
https://www.rumah.com/listing-properti/dijual-summarecon-serpong-cluster-ruby-oleh-meri-bono-21219942,"Jl Raya Terusan PHG, Curug Singereng, Serpong, Serpong, Tangerang Selatan, Banten","2,89 M",4,3,133 m²,Rp 20.069.444 per m²
https://www.rumah.com/listing-properti/dijual-vila-limabelas-oleh-mercy-wahyu-20015449,"Pamulang, Tangerang Selatan, Banten",920 jt,3,2,87 m²,Rp 11.948.052 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-alam-sutra-oleh-meri-bono-18008154,"cluster Aurora, Alam Sutera, Tangerang Selatan, Banten",10 M,8,6,600 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-alam-sutra-oleh-meri-bono-18008154,"cluster Aurora, Alam Sutera, Tangerang Selatan, Banten",10 M,8,6,600 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-brand-new-premium-quality-di-sektor-9-bintaro-lr10801iq-oleh-shanty-suntea-21788995,"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten","6,85 M",4,4,263 m²,Rp 33.091.787 per m²
https://www.rumah.com/listing-properti/dijual-jual-rumah-full-furnished-ciputat-timur-oleh-murni-hastuti-erawaty-20865864,"Pisangan, Ciputat Timur, Tangerang Selatan, Banten","2,3 M",5,4,396 m²,Rp 10.222.222 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-dijual-cepat-cluster-alicante-gading-serpong-oleh-apriyanti-21788986,"Alicante gading serpong, Gading Serpong, Tangerang Selatan, Banten","3,75 M",4,4,164 m²,Rp 20.833.333 per m²
https://www.rumah.com/listing-properti/dijual-premium-quality-rumah-modern-ada-swim-pool-di-sektor-9-gb10818iq-oleh-shanty-suntea-21788977,"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten","6,9 M",4,5,350 m²,Rp 30.666.667 per m²
https://www.rumah.com/listing-properti/dijual-rumah-hommy-nyaman-5-kamar-tidur-di-bintaro-jaya-sektor-9-6182-dz-oleh-ade-muliana-21788972,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",8 M,5,5,450 m²,Rp 22.857.143 per m²
https://www.rumah.com/listing-properti/dijual-regensi-melati-mas-oleh-ida-maniaz-21788960,"BSD, Tangerang Selatan, Banten","1,1 M",3,1,100 m²,Rp 12.222.222 per m²
https://www.rumah.com/listing-properti/dijual-townhouse-minimalis-dekat-bintaro-jaya-oleh-suyatno-21136838,"Jl.amd v no.70, Ciputat, Tangerang Selatan, Banten",700 jt,2,1,37 m²,Rp 11.666.667 per m²
https://www.rumah.com/listing-properti/dijual-menteng-bintaro-jaya-oleh-mita-19643797,"bintaro jaya, Bintaro, Tangerang Selatan, Banten","6,9 M",5,6,375 m²,Rp 18.400.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-cluster-agnesi-dijual-cepat-sumarecon-serpong-oleh-apriyanti-21788941,"Gading Serpong, Tangerang Selatan, Banten","1,7 M",2,2,110 m²,Rp 26.984.127 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dengan-halaman-dan-taman-luas-dalam-komplek-perumahan-bintaro-sektor-9-oleh-irwan-gunawan-21788936,"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten","6,5 M",5,5,250 m²,Rp 14.908.257 per m²
https://www.rumah.com/listing-properti/dijual-nava-park-cluster-terbaru-layton-hunian-premium-3lantai-siap-huni-oleh-sri-rejeki-dwd-sh-se-mm-21788927,"Grand Boulevard BSD City Pagedangan Tangerang, BSD, Tangerang Selatan, Banten","25,577 M",5,4,557 m²,Rp 51.154.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-di-griya-loka-bsd-oleh-suryanti-20957463,"Jl. Hanjuang, BSD, Tangerang Selatan, Banten","2,5 M",4,3,300 m²,Rp 13.888.889 per m²
https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-lengkong-bsd-dekat-binus-international-school-oleh-ida-maniaz-21788896,"Serpong, Tangerang Selatan, Banten",850 jt,3,1,60 m²,Rp 9.444.444 per m²
https://www.rumah.com/listing-properti/dijual-rumah-minimalis-cantik-fully-furnished-di-graha-raya-rn10843iq-oleh-shanty-suntea-21788908,"Graha Raya, Serpong Utara, Tangerang Selatan, Banten","2,25 M",2,2,98 m²,Rp 21.428.571 per m²
https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-baru-bagus-siap-huni-di-regensi-melati-mas-oleh-johnny-halim-21788900,"Serpong Utara, Tangerang Selatan, Banten","2,4 M",5,4,180 m²,Rp 20.000.000 per m²
https://www.rumah.com/listing-properti/dijual-perumahan-baru-serpong-heritage-2-lt-3-kamar-600-jt-an-hot-promo-oleh-a-luqman-t-21788872,"Jl Babakan Setu, Setu, Tangerang Selatan, Banten",600 jt,3,2,52 m²,Rp 10.000.000 per m²
https://www.rumah.com/listing-properti/dijual-granada-alicante-oleh-ezra-ebenezer-soleman-21788744,"Jalan Alicante, Gading Serpong, Tangerang Selatan, Banten",6 M,5,4,286 m²,Rp 29.556.650 per m²
https://www.rumah.com/listing-properti/dijual-rumah-brand-new-mewah-area-premium-di-gading-serpong-sc10846iq-oleh-shanty-suntea-21788877,"Gading Serpong, Serpong, Tangerang Selatan, Banten","7,9 M",5,4,525 m²,Rp 31.349.206 per m²
https://www.rumah.com/listing-properti/dijual-the-green-bsd-oleh-marcianus-19113489,"Jl the green BSD, BSD, Tangerang Selatan, Banten",4 M,5,3,350 m²,Rp 17.857.143 per m²
https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-4-oleh-marcianus-18120423,"jalan cucur barat XVII, Bintaro, Tangerang Selatan, Banten","1,1 M",2,1,65 m²,Rp 12.222.222 per m²
https://www.rumah.com/listing-properti/dijual-the-green-bsd-oleh-marcianus-19119246,"BSD, Tangerang Selatan, Banten","3,2 M",3,3,198 m²,Rp 16.000.000 per m²
https://www.rumah.com/listing-properti/dijual-rumahnya-dekat-sekolah-cikal-harga-bagus-2-9m-di-bsd-kencanaloka-oleh-billy-irawan-21208060,"Jalan Kencanaloka BSD City, BSD, Tangerang Selatan, Banten","2,9 M",5,4,220 m²,Rp 11.740.891 per m²
https://www.rumah.com/listing-properti/dijual-rumahnya-baru-cakep-nih-2-15m-di-bsd-nusaloka-oleh-billy-irawan-20187291,"Jl. Banda Sektor 14.6 Nusaloka BSD City, BSD, Tangerang Selatan, Banten","2,15 M",4,4,130 m²,Rp 21.938.776 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-3-arah-mata-angin-di-alam-sutera-dekat-livingworld-oleh-billy-irawan-21278593,"Alam Sutera, Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",24 M,8,5,850 m²,Rp 21.621.622 per m²
https://www.rumah.com/listing-properti/dijual-the-rempoa-residence-oleh-suzana-21641387,". Jl Pahlawan,Rempoa,Ciputat Timur,Tangerang Selatan, Ciputat Timur, Tangerang Selatan, Banten",6 M,4,3,200 m²,Rp 35.294.118 per m²
https://www.rumah.com/listing-properti/dijual-merpati-ciputat-oleh-bilas-pambudi-20220252,"Serua Ciputat, Ciputat, Tangerang Selatan, Banten","4,95 M",4,4,252 m²,Rp 8.935.018 per m²
https://www.rumah.com/listing-properti/dijual-cluster-milano-village-oleh-richard-allan-19920477,"Jl. Boulevard Il Lago, Gading Serpong, Tangerang Selatan, Banten","1,0528 M",2,1,53 m²,Rp 26.320.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-lt-200-full-marmer-sangat-mewah-di-gading-serpong-oleh-richard-allan-21538926,"Jalan Matera Boulevard Gading Serpong, Alam Sutera, Tangerang Selatan, Banten","7,6998 M",4,4,229 m²,Rp 38.499.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-7man-di-matera-residences-gading-serpong-bsd-oleh-richard-allan-21366535,"Jaan Matera Residence Boulevard Gading Serpong BSD, Gading Serpong, Tangerang Selatan, Banten","7,685 M",5,4,229 m²,Rp 38.425.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-cluster-gardenia-paramount-land-oleh-richard-allan-20578040,"Jalan Sakura Boulevard, BSD, Tangerang Selatan, Banten","971,7 jt",2,1,41 m²,Rp 13.495.833 per m²
https://www.rumah.com/listing-properti/dijual-rumah-baru-fresco-arcadia-village-gading-serpong-oleh-richard-allan-21504740,"Jalan Gading Serpong Boulevard Raya Kelapa Dua, Gading Serpong, Tangerang Selatan, Banten","2,56 M",4,4,120 m²,Rp 24.380.952 per m²
https://www.rumah.com/listing-properti/dijual-rumah-murah-di-amarillo-village-oleh-richard-allan-20579944,"Jalan Amarillo Gading Serpong, Gading Serpong, Tangerang Selatan, Banten","918,2 jt",2,1,41 m²,Rp 28.693.750 per m²
https://www.rumah.com/listing-properti/dijual-new-fresco-rumah-minimalis-lokasi-strategis-oleh-richard-allan-21522061,"Jalan Gading Serpong Raya Kelapa Dua, BSD, Tangerang Selatan, Banten",880 jt,2,2,41 m²,Rp 24.444.444 per m²
https://www.rumah.com/listing-properti/dijual-bsd-city-serpong-oleh-dino-21788836,"Jl Bumi Foresta Raya BSD, Gading Serpong, Tangerang Selatan, Banten",850 jt,3,2,70 m²,Rp 17.000.000 per m²
https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-strategis-di-pondok-aren-bintaro-oleh-amalia-21383810,"Bintaro, Tangerang Selatan, Banten",970 jt,3,3,80 m²,Rp 12.435.897 per m²
https://www.rumah.com/listing-properti/dijual-rumah-hook-lokasi-strategis-di-bintaro-sektor-9-oleh-amalia-21197443,"Pondok Aren, Tangerang Selatan, Banten","3,7 M",4,3,234 m²,Rp 16.666.667 per m²
https://www.rumah.com/listing-properti/dijual-bsd-city-serpong-oleh-dino-21788822,"Jl Bumi Foresta Raya BSD, BSD, Tangerang Selatan, Banten",850 jt,3,2,84 m²,Rp 10.625.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bagus-strategis-di-pondok-cabe-tangerang-selatan-oleh-amalia-20721279,"Bintaro, Tangerang Selatan, Banten","1,5 M",6,4,270 m²,Rp 9.375.000 per m²
https://www.rumah.com/listing-properti/dijual-cluster-serpong-syariah-cicilan-3-jt-an-oleh-surya-yadi-20759728,"Jl. Raya Cendana Rawakalong, Serpong, Serpong, Tangerang Selatan, Banten",500 jt,2,1,45 m²,Rp 8.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-dijual-1-lantai-di-serpong-river-side-serpong-tangerang-selatan-oleh-astrid-21264271,"Serpong, Serpong, Tangerang Selatan, Banten",950 jt,2,1,72 m²,Rp 7.421.875 per m²
https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-olive-dirk-21788755,"Pondok Aren, Tangerang Selatan, Banten","3,75 M",5,6,350 m²,Rp 28.625.954 per m²
https://www.rumah.com/listing-properti/dijual-rumah-cluster-cantik-dekat-xchange-mall-statiun-jurang-mangu-oleh-dadang-rosniandar-dadang-drd-21788747,"jln cendrawasih sawah baru ciputat, Ciputat, Tangerang Selatan, Banten","1,695 M",4,2,86 m²,Rp 17.295.918 per m²
https://www.rumah.com/listing-properti/dijual-graha-bintaro-pondok-aren-oleh-olive-dirk-21788743,"Pondok Aren, Tangerang Selatan, Banten","1,45 M",3,2,70 m²,Rp 12.946.429 per m²
https://www.rumah.com/listing-properti/dijual-cluster-victoria-alam-sutera-oleh-lani-21726699,"Victoria, Alam Sutera, Tangerang Selatan, Banten","4,7 M",4,3,193 m²,Rp 23.500.000 per m²
https://www.rumah.com/listing-properti/dijual-kencana-loka-bsd-oleh-olive-dirk-21788725,"BSD, Tangerang Selatan, Banten","2,4 M",3,2,100 m²,Rp 12.000.000 per m²
https://www.rumah.com/listing-properti/dijual-bukit-menteng-bintaro-jaya-sektor-7-oleh-amelia-putri-21788723,"Bintaro, Tangerang Selatan, Banten","17,5 M",7,6,900 m²,Rp 58.333.333 per m²
https://www.rumah.com/listing-properti/dijual-rumah-furnished-bagus-siap-huni-dalam-cluster-mahagoni-park-bintaro-oleh-irwan-gunawan-21484907,"Mahagoni Park, Bintaro, Tangerang Selatan, Banten","1,8 M",3,2,120 m²,Rp 20.454.545 per m²
https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-taman-puri-bintaro-oleh-vie-21788716,"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten","3,1999 M",5,3,198 m²,Rp 12.120.833 per m²
https://www.rumah.com/listing-properti/dijual-bukit-menteng-bintaro-jaya-sektor-7-oleh-amelia-putri-21788705,"Bintaro, Tangerang Selatan, Banten",18 M,5,4,600 m²,Rp 51.428.571 per m²
https://www.rumah.com/listing-properti/dijual-rumah-bagus-siap-huni-harga-menarik-dilokasi-strategis-discovery-aluvia-bintaro-oleh-irwan-gunawan-21658120,"Discovery Aluvia, Bintaro, Tangerang Selatan, Banten","2,55 M",3,3,117 m²,Rp 24.285.714 per m²
https://www.rumah.com/listing-properti/dijual-bukit-menteng-bintaro-jaya-sektor-7-oleh-amelia-putri-21788680,"Bintaro, Tangerang Selatan, Banten",25 M,7,,1150 m²,Rp 25.536.261 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21788675,"Bintaro, Tangerang Selatan, Banten","8,5 M",5,4,248 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-cluster-di-bsd-oleh-muklis-treo-hidayat-21788668,"Jln raya BSD, Gading Serpong, Tangerang Selatan, Banten",900 jt,4,2,65 m²,Rp 15.000.000 per m²
https://www.rumah.com/listing-properti/dijual-rumah-luas-lokasi-sangat-strategis-di-villa-melati-mas-blok-h-oleh-suly-21788664,"Serpong Utara, Tangerang Selatan, Banten",10 M,8,5,500 m²,Rp 14.285.714 per m²
https://www.rumah.com/listing-properti/dijual-di-jual-rumah-mewah-cluster-di-cisauk-dekat-pasar-modern-oleh-muklis-treo-hidayat-21788661,"Jln Raya BSD, Serpong Utara, Tangerang Selatan, Banten",900 jt,4,2,65 m²,Rp 15.000.000 per m²
https://www.rumah.com/listing-properti/dijual-cempaka-putih-jalan-pepaya-oleh-olive-dirk-21788643,"Ciputat Timur, Tangerang Selatan, Banten","1,85 M",4,3,130 m²,Rp 15.416.667 per m²
https://www.rumah.com/listing-properti/dijual-kebayoran-bintaro-oleh-ika-indayanti-21788637,"Bintaro, Tangerang Selatan, Banten",5 M,6,5,400 m²,Rp 25.000.000 per m²
https://www.rumah.com/listing-properti/dijual-di-jual-rumah-cluster-di-cisauk-deket-stasiun-oleh-muklis-treo-hidayat-21788650,"Jln raya BSD, Serpong, Tangerang Selatan, Banten",900 jt,4,2,65 m²,Rp 15.000.000 per m²
https://www.rumah.com/listing-properti/dijual-alicante-gading-serpong-oleh-oktavia-situmeang-21788636,"Gading Serpong, Tangerang Selatan, Banten",6 M,5,4,203 m²,Rp 20.979.021 per m²
https://www.rumah.com/listing-properti/dijual-rumah-mewah-sudah-renov-dlm-cluster-kebayoran-bintaro-8-5-m-9117-dz-oleh-roni-21788589,"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten","8,5 M",4,3,300 m²,Rp 26.234.568 per m²
